Packet_Size,Packet_Count,Duration,Source_Port,Destination_Port,Protocol,TCP_Flags,Window_Size,TTL,Flow_Duration,Total_Fwd_Packets,Total_Backward_Packets,Fwd_Packet_Length_Max,Bwd_Packet_Length_Max,Flow_Bytes_s,Flow_Packets_s,Packet_Length_Mean,Packet_Length_Std
192,2060,4498.58894406786,51601,22,0,24,15144,75,692.5552832502019,1733,288,187,190,1848.3535447189295,626.4869813737913,157,2.5275795207821563
1417,269,908.7524272537916,37079,4444,0,25,28026,34,1553.3264284426727,234,180,1472,1322,15485.924247578801,38.89007449629305,1228,68.13218741924796
64,36,97.15760829632222,52917,21,0,2,3298,39,1210.4741447271251,14,0,64,17,39.83775265389993,0.6001474144129223,64,3.112553091479769
554,126,406.5083277005142,64781,53,0,24,48296,92,219.2827945776741,24,25,647,590,2107.5071725134794,5.9715297536321295,401,228.90923932788752
1021,199,686.046756639531,61160,53,0,16,55533,115,441.5920708114678,46,51,617,858,3634.2977028243813,96.15436740641422,878,25.206517314700886
64,24,229.75294319993935,42545,139,0,2,2585,126,977.759801064702,10,0,64,8,68.0282526932732,0.15099246038569436,64,1.072719296896161
1029,161,575.8337321572053,53743,53,3,16,17492,122,510.2439822948635,9,54,613,517,1017.786079190632,8.919931554187183,713,313.0399197397504
1039,161,420.2021759668028,56324,80,1,22,17872,93,371.3595835739358,90,53,612,837,763.2952696207074,44.04453953958874,429,119.01508801960729
109,5144,9.703422974192565,42760,53,0,2,1537,40,1.920697546219775,4629,3,188,12,53012.220673891,530.12220673891,155,7.839686671457223
739,290,827.1190281116224,54640,443,0,24,8342,118,1458.5057594888833,139,11,865,815,1483.9639944110359,55.99755861519956,881,37.91483185573318
838,355,212.67855316370913,14669,443,0,24,21960,80,468.20531557585105,151,51,775,943,3606.4614476125644,28.267514664920164,805,5.9367103125579055
137,2517,3150.5392088150297,55316,3306,0,24,15979,120,2806.486991079452,1821,256,139,124,7846.064747739292,179.02028916108767,185,25.48249082356469
134,2703,1505.349586330553,64031,1433,0,24,6812,105,3732.467309234702,1214,407,108,122,1104.650578410748,54.94546981152233,143,32.17034288410409
158,2310,2191.4911810830417,51080,1433,0,24,9723,74,5192.379811102747,2096,148,157,91,4168.973979903425,337.64724999717987,119,19.84934587784641
78,14160,3.7227718839428943,38068,53,0,2,683,39,18.914609132575084,12744,3,85,0,380361.7423102148,3803.6174231021478,113,1.771275253070316
1337,623,850.7671969375496,52942,8888,1,24,56006,35,1213.9228297352113,243,154,1325,1327,2475.2963691145255,149.24470563290134,1242,6.24469539978377
143,2517,948.4014364584114,50479,3306,0,24,5712,119,1757.3575505967208,899,220,181,180,1534.1205018771013,115.69211645049528,198,23.924504799850396
1479,264,1198.7167799289793,46304,8888,1,24,44319,97,1588.2967758850625,444,176,1367,1429,24508.114989555717,119.85083054399925,1293,22.201730809974748
1339,302,1083.2457432462459,12185,5555,0,24,28987,34,1367.725402128641,777,112,1470,1315,3795.0640168659784,112.31470127225535,1355,62.43683623188572
777,178,792.3062801669254,39769,8080,0,24,11484,70,761.5873689999673,127,18,919,700,2383.525220801406,75.85248126154274,665,14.141592059199265
787,55,269.42284440115543,57061,80,3,16,45551,86,1159.4024027529463,65,8,948,1141,1300.4356753108914,45.7698339998378,678,42.652251091736495
83,6593,1.2101070890869856,48429,443,0,2,1899,42,3.111636188185785,5933,3,122,16,544827.8139560653,5448.2781395606535,131,6.482990903616663
1375,913,352.1813263783822,18251,7777,0,25,51002,58,417.1167881199349,491,93,1393,1461,9356.688147550256,113.68285064072333,1271,55.387425375435754
961,88,100.17534333448532,63211,80,3,16,51708,78,1131.1428544766577,94,6,761,1078,900.317512640203,8.55791341630012,692,39.26172734291168
64,20,300.53104880260076,19809,22,0,2,3096,45,269.3134507705379,5,0,64,6,21.751672621436036,0.48491982477033324,64,5.882900522241374
108,2915,4397.870713678876,62101,3306,0,24,15922,117,7098.950694494551,474,100,84,100,1553.676087888911,110.36970528651611,104,45.82904109531333
161,2886,3060.0390435040026,61611,1433,0,24,11974,32,1365.5664002552764,1264,335,116,168,5311.156825537981,1034.6854960213445,103,17.192485906448542
126,12411,13.040589065949263,16306,80,0,2,793,52,7.577716600184641,11169,4,136,18,95172.08108648095,951.7208108648094,58,9.73837997030712
64,9,219.11157935448563,58311,995,0,2,2436,117,467.5280814846628,9,0,64,9,32.29697131659945,0.8851360804901421,64,0.05660572035479835
1499,715,526.3728607558712,37520,8888,0,25,52442,34,1325.5286752522227,354,68,1477,1434,2651.082452082432,128.53401107524098,1381,25.670069520874748
913,67,210.73559706964215,59288,8080,0,24,12797,93,2380.1085987599945,219,10,719,770,4152.256352237877,175.98938863690128,762,19.511737054410585
1000,85,205.76306757961217,49813,443,0,19,53717,116,221.83754782286547,42,61,690,1193,818.1018475713169,13.759376233041488,517,31.83779518284119
100,5525,11.903839888844189,38901,53,0,2,1198,55,4.632580101035054,4972,0,161,15,46413.594702141556,464.1359470214156,182,9.442887061727562
69,9496,2.030006965314316,8136,53,0,2,1288,39,5.707252471407309,8546,2,96,4,467781.6461841395,4677.816461841395,126,2.1826953775674443
723,13,101.28946403276142,64977,80,1,22,24554,125,685.127502778123,26,62,591,688,3326.1123447675586,10.404162912688694,732,37.33942658513871
123,1265,4370.7009274802185,64571,3389,0,24,4705,32,4105.9518349123455,792,324,121,152,21027.061773918376,104.4336277353371,85,5.773552347761418
1037,130,235.2057989459996,58013,22,1,17,57028,111,293.16835436594965,91,21,1041,960,4516.079633518262,26.677138137673865,467,79.09902521982426
930,229,474.96319771328905,47780,80,0,24,26276,110,579.107543691176,176,36,762,950,8451.671402701046,22.026726240252835,884,176.09079215777555
921,183,417.8346067346783,11220,8080,0,24,23384,73,483.54378245228855,307,53,859,802,2474.100439788999,23.46586047608954,909,7.518604968663564
184,694,979.9506693638491,58464,3306,0,24,15598,98,984.6228265121283,775,399,129,171,9011.889680025926,60.19259396566842,86,29.425378920367258
64,24,71.16736156583396,21585,23,0,2,4021,99,270.23316367895916,17,0,64,28,66.07469596367204,1.2879419460157258,64,1.0036250943075125
828,305,515.6366027897833,4952,80,0,24,17182,96,403.31362430484126,221,28,762,785,4486.501854229162,159.93026404570742,772,9.922106331383114
955,69,1233.6757989162347,38964,80,0,24,24604,82,910.072853577892,297,75,808,963,2622.4163477788475,72.06307596008813,860,1.881202572475323
64,49,105.65560212781543,52776,139,0,2,3796,55,270.78097834081296,25,0,64,15,58.00095171866144,0.4830665853801914,64,0.03753194367763723
187,13044,17.536553216648528,5688,53,0,2,1290,53,1.280074882632264,11739,3,184,1,74381.77752978577,743.8177752978578,134,5.670209802129285
64,30,300.80618081384966,48505,21,0,2,3538,76,274.24990892367043,6,1,64,21,108.91067436786165,0.20171659069490078,64,4.548588354946426
1305,667,730.7541049521575,22648,5555,1,25,60719,75,578.7107797265769,457,43,1362,1328,10687.900966159319,75.24729372782488,1430,14.604404712697297
902,211,498.54577429814265,15613,8080,0,24,9060,109,1385.9396099664775,221,73,866,826,7148.994101619646,107.69338736423137,719,11.439534635888554
1499,907,975.1068717307847,47822,8888,0,25,21512,121,1821.3868341569118,307,69,1373,1333,3227.0578410066937,256.24469465838837,1209,9.272553019232324
100,6634,2.1181074809788676,54804,53,0,2,673,49,1.882146635001527,5970,3,184,15,313204.12488860794,3132.0412488860793,194,3.4540953378379733
105,12014,1.976459565525588,23777,53,0,2,1006,42,7.0234151971495455,10812,4,56,14,607854.5804606526,6078.545804606526,196,17.871130688833404
1006,161,118.16229149262352,58121,443,0,18,53509,72,384.66531147431783,96,86,786,790,2946.6365022204645,13.05014903370559,616,27.830032900546875
101,875,2033.4863654836547,57494,23,0,24,12892,46,2222.619893694011,742,579,188,104,3662.4100147968857,334.8323203029248,82,0.7573304471251803
992,275,535.7440013484361,27862,80,0,24,23066,111,5010.578607643032,43,23,878,812,5712.041251013469,60.962609294774445,655,3.282023413292613
189,11255,6.760251905140445,59046,80,0,2,1614,32,4.82206343541783,10129,2,49,17,166487.87882359506,1664.8787882359507,178,0.16772422255398187
801,95,748.5623258373741,51337,443,0,24,30109,126,5078.45586946412,209,65,771,921,1645.4438785178063,19.218992350960022,902,83.05940367082731
161,976,2111.7022704600977,60036,3389,0,24,11140,50,2125.683485385458,1904,312,157,81,3184.440873647641,63.35254447201833,161,0.17447077799312555
954,357,866.5088938046815,55303,80,0,24,25376,126,1289.4132952216373,160,62,792,748,2398.772066282306,28.757911237664192,868,2.071388623154451
96,2812,1048.9040846034295,54487,22,0,24,12930,117,5203.602595513856,2263,358,90,185,12215.423350047055,396.7955841899416,172,15.049789471006477
64,17,144.14970465664067,6954,22,0,2,1848,60,324.0872953206932,6,1,64,35,139.87576150847497,0.5386124161036979,64,2.2829685381144222
1481,991,289.6276017812498,26262,5555,0,25,32348,38,650.2986507776907,582,165,1482,1344,2471.4297975094923,176.39278722389182,1226,31.300469160381013
1401,559,212.3920880787297,44744,4444,1,25,23586,44,2465.38204502042,709,26,1469,1413,15440.983227179082,76.2401444554898,1272,43.88021221557534
91,14980,1.9687836472968514,45750,53,0,2,1438,33,1.4103402341389764,13482,1,62,7,760875.8849946568,7608.758849946567,123,0.13543448361006366
835,50,253.25102173324603,26377,8080,0,24,9959,99,676.8734101393468,281,53,760,916,1074.4392904232723,20.326510570079837,673,28.712357112808434
64,19,77.17723291961448,14513,110,0,2,2954,124,198.85831217921407,12,0,64,1,69.3199028468878,0.39424567161171076,64,1.1800867247648161
1438,165,587.7654102346285,27501,4444,0,25,55250,108,481.1587143495918,240,178,1377,1361,8692.240487624516,37.5500552428436,1323,99.24244003173881
130,7913,2.823702615838201,28950,443,0,2,963,42,9.161111725228794,7121,2,94,0,280234.89285365376,2802.3489285365376,47,15.309431241466722
864,351,3500.5092051328324,12588,443,0,24,14147,107,415.81643966490765,145,52,858,763,1882.5896528966155,29.711819653322564,801,9.152446699707763
170,1865,1052.4514161048814,52935,1433,0,24,5590,76,10299.84755140978,800,280,157,135,1785.9995799216922,112.49303441631238,199,11.345008278466311
64,41,53.2351452244301,8730,139,0,2,3242,99,137.40779557076834,24,1,64,0,51.50714657224475,0.1384551807818696,64,2.237056069292739
1363,498,654.7848949262823,14758,9999,1,24,26881,34,502.35807226084023,109,151,1370,1360,13664.923805905632,49.910518065122815,1435,21.851224088075394
740,334,372.656666824278,3864,80,0,24,31924,107,352.9175185362051,210,53,877,701,3185.1824641132034,40.83382793093885,883,43.53055766295581
183,11594,1.291148241715767,5381,53,0,2,1235,53,3.4249550129446265,10434,0,197,9,897960.4065132824,8979.604065132826,119,10.84513142357908
1420,360,934.9049725038641,22887,5555,1,24,41519,52,1726.3662123680424,575,189,1397,1351,17169.483416502473,188.19092911745773,1331,11.385043679977702
64,37,202.82483682062923,51010,25,0,2,2440,36,885.0478944867789,9,1,64,14,42.40355740706796,0.2541466736124555,64,1.601969155081217
40,12014,3.7794066256250085,37598,80,0,2,2016,47,2.3583677601714697,10812,3,193,5,317880.58788231655,3178.8058788231656,70,17.488431657361552
991,89,171.8994427070536,62072,80,1,24,31773,86,258.31329184867013,40,99,623,1182,1339.0329099210512,27.046474113362088,614,72.92688533428156
53,6700,17.349949089007428,59477,53,0,2,1161,44,5.452813725780818,6030,2,75,16,38616.8280127403,386.16828012740297,51,22.461534368681548
828,135,698.1497182691636,57899,443,3,17,39695,118,527.1582049080555,34,63,535,957,2911.9069748200286,6.331834942784584,892,169.095852018779
526,30,455.55599238302733,52127,22,1,17,19247,71,296.78266534901354,32,8,552,1140,886.320212936449,10.84309048042073,707,432.77169344619205
64,9,161.68985267036487,19853,25,0,2,2516,90,125.95254317420745,24,0,64,33,111.08766399624034,1.1834117103719424,64,2.75457854969465
64,43,272.8966385568426,37641,443,0,2,1454,119,262.37303513388247,17,1,64,5,75.6839013328151,0.9920592848506399,64,4.479906791185173
183,10012,1.7740995948532607,41277,80,0,2,1528,45,1.444563514038245,9010,4,85,14,564342.6123902651,5643.426123902651,191,22.934408422795798
970,85,410.60559979635127,43148,8080,0,24,15244,79,582.0934692982146,188,10,775,823,2591.9976936577614,19.827449966547743,917,51.15565999078302
183,738,2737.88500597343,63068,23,0,24,7871,97,1655.346415869801,1082,164,118,193,5757.451488705869,66.44761155589516,191,15.445050061901789
182,13636,1.6582091647237331,7393,80,0,2,1978,61,3.5879320983066187,12272,0,138,19,822332.9294089285,8223.329294089286,114,8.757062032925251
64,6,590.3024746959097,49412,21,0,2,2314,124,198.73855131573512,29,0,64,9,10.396000437394132,0.2764996948115918,64,1.8673520694418702
1169,133,191.0156094970343,62667,53,0,21,36230,102,502.58547280642216,62,48,936,1148,1065.3551362975556,27.152269274452877,547,279.80998716958175
114,742,3550.623501693428,65410,3389,0,24,16239,127,991.9918623814526,1234,376,183,152,1956.0412812653497,148.7442238393106,117,17.777421853290637
1362,634,756.3667857764076,14574,6666,1,25,11894,35,605.5027515050276,355,20,1350,1360,6479.089150687834,37.49526852744405,1420,67.27102930729116
709,26,214.83588070867745,57678,22,1,25,26869,103,701.1318432432458,25,72,1174,760,2948.4425915137926,25.29797796255457,409,21.69656864993038
1403,525,1277.1080578572444,23066,8888,0,24,46938,39,2795.268850700114,626,117,1374,1326,4127.947784366876,53.085654233749665,1411,25.16993669919978
913,224,333.9631766566922,32622,80,0,24,13142,62,2143.061696302667,164,39,837,868,9480.546224395399,117.24742466616793,689,6.0631480676399345
1164,195,347.1650978234426,59713,443,0,18,45725,81,942.1810193280049,25,57,1094,899,3361.1699789642994,18.286254177442963,670,324.01824556665
810,82,261.31950474742837,55288,53,3,23,61796,112,888.8816034536387,87,27,1114,850,2657.4211377571783,27.346510908402877,769,55.35040935085544
1327,183,245.84912544601258,7968,9999,1,24,64986,35,2576.0255763997693,371,117,1466,1445,2926.716816425168,46.31234556888806,1309,70.17054251452677
89,10991,7.512520329079523,56011,80,0,2,971,61,11.080286485976123,9891,1,131,10,146302.43271962873,1463.0243271962872,188,1.27051553805517
73,8523,2.679933268735232,28385,443,0,2,865,36,1.607733513508331,7670,1,192,16,318030.30692709546,3180.3030692709544,104,11.569425427719903
64,7,158.39672694752645,35874,139,0,2,3014,54,206.5212181468773,8,1,64,38,148.0083366938416,0.7587028249458264,64,0.04087430618008717
646,52,315.64837357263946,55576,22,3,19,18476,103,2589.318849305258,72,66,636,1100,779.6153390075741,16.60547010058502,998,147.55869918615724
1098,21,212.8817851330396,64836,80,0,24,30236,118,270.76710888016606,49,9,884,889,1494.9560701566184,26.245575963629744,679,80.93269977846427
64,9,76.25249494845012,55405,139,0,2,1069,61,310.8909950805188,19,0,64,7,16.732986863985786,0.17114005867681698,64,4.769059103167681
1394,503,1856.5507740104404,52470,9999,1,25,50952,122,475.89759568207194,298,116,1341,1394,3559.8838422811755,108.21254715922869,1249,25.400261108029067
92,7881,4.846183260310859,1013,443,0,2,1430,57,2.332964423003876,7092,3,177,12,162622.82247028506,1626.2282247028504,184,1.1975615246010765
136,1949,2033.5773166533643,63206,3389,0,24,9680,123,2396.9567383682333,658,392,191,116,2914.2943084765266,271.4678165111595,197,57.15355873786579
1316,445,556.6985883664476,27462,7777,1,25,38772,53,1394.466791066088,537,144,1317,1448,7636.095591491596,22.287305316239813,1229,18.33400135092664
139,2852,1953.9413676165555,62644,22,0,24,16257,103,832.0426718109325,1147,209,120,185,1095.5637711108739,76.73901019124041,135,28.644113867477394
1157,148,155.62027073582948,57841,80,0,21,21755,86,245.52666968250418,14,85,576,823,1842.8999809601835,37.852832058773714,567,43.790346261811095
983,93,619.3047591705284,6455,80,0,24,19848,89,710.4392643305324,181,60,824,915,8852.895276245115,148.40504761152084,919,41.21526100562699
994,122,631.0312105155427,52138,443,0,18,38262,106,589.3183223354589,52,94,1169,1170,1055.678821756377,15.015650396251432,833,148.47447760850264
1495,436,1789.1475569850388,22042,5555,0,24,34023,48,348.64226907847535,335,133,1309,1480,5970.89656996355,192.4256120846317,1353,52.31730026811892
56,13066,2.364598433617877,15441,443,0,2,1394,56,4.948344611474073,11759,2,114,6,552567.3964017979,5525.673964017979,181,9.488935169695417
175,684,1692.911493596945,52763,22,0,24,4453,66,6119.242319329847,1269,433,102,191,2377.84421476849,182.4064325203916,184,4.050929396640858
892,41,491.2600912904214,63983,53,1,17,44380,105,1513.684589300372,27,41,1047,1025,2113.5879954040447,24.130365225403157,690,77.54199270530027
181,1662,2243.4243568839206,57756,1433,0,24,16056,68,1883.1998843294257,2371,222,198,192,1383.6159009208054,52.212730276025226,122,12.660816666551085
198,1519,1825.3404597398487,62719,22,0,24,6941,37,2485.2338589158257,564,126,126,153,2144.234514976205,718.3500293987178,193,5.61411937295644
153,14107,3.787785321106386,22432,80,0,2,1283,35,3.6285856513563686,12696,2,164,11,372433.9898935836,3724.339898935836,85,0.05158859155389654
189,8726,16.013363124069485,45132,53,0,2,791,33,2.454126260076244,7853,4,66,11,54491.98854976353,544.9198854976353,77,7.8344639088661605
533,39,915.4315855414907,54786,22,3,24,25283,85,293.25371834765053,27,54,983,1004,1021.8748577190565,6.7106669270777655,760,54.67354406159517
1356,611,1174.2696588939248,37538,7777,0,25,50078,47,657.2293411411765,92,124,1402,1488,3131.8191373687205,41.75450297982276,1283,7.360344539520198
792,334,980.2873853465404,7978,80,0,24,20351,108,319.2143737097531,97,49,943,840,1342.2667299978805,60.30306956710015,758,3.8628059870691858
1034,11,209.22468610149525,57469,53,1,17,37675,100,495.2480940296243,53,67,728,790,1758.7200619458054,14.152422430340538,883,268.3561415021754
157,1439,3640.209146792244,65161,22,0,24,7472,112,2661.620519714749,1582,114,192,127,812.3690873162482,74.95287805965096,87,14.437606566396234
893,293,963.1473559636579,55754,8080,0,24,29387,98,987.8580655410746,45,76,966,763,1508.288699004944,51.32652876216518,835,45.57003644933461
117,6748,1.2449847097612627,44184,80,0,2,1898,42,4.97429059900093,6073,1,99,9,542014.6887823218,5420.146887823217,48,47.47319120061491
1432,868,3435.5716762238267,54799,6666,1,24,50253,48,507.442644430108,726,140,1497,1455,3971.471630152474,21.370571894660316,1226,3.474943342614411
996,233,391.1014737248893,36535,8080,0,24,20820,67,523.311915827613,136,31,930,766,4301.106850866625,30.37955406608647,846,2.152669624089255
861,43,236.8484464316102,55141,22,0,16,32294,92,350.348321039134,31,31,976,615,1578.0572252554825,12.691488405513601,409,92.75924891835972
727,95,128.0416197462196,52171,80,1,17,33806,110,306.10519825771144,82,98,991,1137,1160.9257261056837,12.67542404247573,611,118.89501173320281
100,892,2523.38028244053,55244,23,0,24,15481,71,1018.6206782680615,1626,388,152,152,548.7717608827727,128.16228807276462,86,10.60902345965407
119,6291,1.3597787022270427,17586,443,0,2,844,32,1.2951045974611086,5661,1,131,15,462648.811140858,4626.488111408579,84,29.246240105318343
835,222,1626.8672738964815,36940,80,0,24,32422,49,920.1754474647472,297,78,760,886,1198.6122518191864,41.46982832220441,757,0.07574796506518995
94,2712,1761.8817461684941,51517,23,0,24,9700,94,813.5586928132964,1715,422,105,86,2672.373447397705,70.30151240246755,98,43.74193564807455
962,135,678.1575204776548,34977,8080,0,24,15048,74,3152.1392501094574,271,56,773,925,3213.341844906203,205.96822514337856,666,0.5538678474230601
1406,425,202.4853201596631,8468,8888,0,25,10115,92,810.09041655603,308,62,1455,1341,7542.886202897421,146.62855074661496,1339,3.8950080272017167
69,10493,3.5427477664833447,55984,443,0,2,790,62,6.15021936395439,9443,1,199,9,296182.53095155343,2961.825309515534,41,3.033536924527238
701,393,557.6012538567888,50695,443,0,24,21417,77,2246.317955469661,120,74,816,998,1450.3379382136668,21.1958063999288,799,11.344179542939347
64,31,345.19264364296436,46196,21,0,2,2753,32,296.76100164022773,3,1,64,26,71.23756113475838,0.9761758436389514,64,0.2954081904509328
64,19,376.89961340476145,10435,80,0,2,1124,41,140.14760385258177,5,0,64,13,21.65651810993385,0.10232047456045171,64,1.2495972046365353
64,28,99.9432225584832,40096,110,0,2,4094,84,245.67586787606518,9,1,64,0,54.77516006987107,0.6710794075560489,64,3.699190474939035
1148,191,1787.9042703316059,58411,53,3,17,20175,72,404.7418802857063,16,82,571,1166,881.101165945345,14.552702234893356,631,42.294516009747305
1320,718,2271.003954622136,36446,6666,1,24,42350,71,370.36745620485215,422,190,1409,1389,2259.8006269808625,121.48354976803208,1298,0.6697758834953291
1460,875,250.5143884391888,55884,9999,0,24,23834,102,1465.4047274922336,287,32,1458,1466,3128.4280059983053,31.14420064535674,1343,8.581907186254536
815,219,381.12164334306686,24446,443,0,24,14971,97,688.2093418914284,243,51,757,728,2066.919418086366,28.35749335724547,729,4.720594812017881
64,21,249.7296228766453,13343,22,0,2,1723,41,441.13284534155315,27,1,64,24,12.37054314346083,0.24127704602333716,64,2.6602618644369076
64,22,522.7344377800321,37102,135,0,2,3124,56,1052.0991314401335,19,1,64,11,29.01171687267457,1.5513842423356254,64,3.330182003415769
1490,158,614.0866767156699,53280,7777,0,24,12702,102,793.0663677890716,554,46,1387,1446,20618.282563379405,118.47547018560049,1391,44.28249734778417
966,346,897.5568869794205,24550,80,0,24,24811,58,626.6326438858428,208,48,828,944,1063.496306475901,59.78598796895801,695,14.21952986692877
988,167,269.59985263900126,59334,443,0,23,22729,96,1680.6971669699385,97,33,680,628,4391.471637238118,31.430794454295036,879,33.76446877506916
1183,60,270.83018487732534,63640,80,0,18,33311,71,202.1090077116879,53,15,1082,1154,10172.215257515592,20.176997216205194,503,72.96520675605478
532,95,278.68397215133143,61856,22,0,19,19557,125,743.3502195628989,96,9,820,799,2513.83318134177,12.066701232077346,661,62.03721632772708
65,10807,1.4793616566348353,18783,80,0,2,1980,39,3.9094393318383043,9726,4,133,4,730517.7845817044,7305.177845817044,133,10.128252554965897
895,112,488.0214743219773,51753,443,0,24,20625,99,442.4097830663886,185,74,984,969,2134.73313651343,169.44217984570082,942,29.696034511991975
59,6869,2.030363851701544,58464,80,0,2,1291,46,4.5044174529474175,6182,4,57,0,338313.7457970128,3383.1374579701283,116,9.638401903016556
931,379,534.4038209661373,28313,443,0,24,11197,101,1383.2871669770748,164,40,969,806,9708.93197576077,18.918062410132162,763,15.761786717356168
152,10442,3.7860173559464236,19223,53,0,2,644,56,2.6327975201334897,9397,1,103,0,275804.3352231206,2758.0433522312055,44,1.2621670986387477
1338,799,358.43263665196935,17968,7777,1,24,40523,72,2441.062927216566,657,184,1437,1323,5308.843017367611,38.982602901619956,1320,14.546263117389136
1482,520,2323.5635601090507,14150,9999,1,25,16526,110,370.64914773428393,93,29,1351,1445,17132.800451875402,40.50065192198895,1409,5.280980214328392
1454,335,1698.7070862341257,7835,4444,0,25,57089,93,1896.0962410209047,400,48,1341,1336,2128.5617902182144,46.820939077931456,1445,31.034069693735102
1341,230,362.8787850067413,10379,8888,1,24,33523,124,3265.5330228447037,360,192,1388,1361,23390.87245462857,47.17944448341556,1392,42.27766814845086
812,327,435.2635479723812,58681,80,0,24,15692,60,556.71965517528,261,63,816,753,4535.1149824805725,32.24281248156932,691,15.852400377896123
64,39,309.72964983616583,41952,135,0,2,1737,76,108.06586404961793,4,0,64,39,99.45455862565915,3.519513095010915,64,2.188847769948745
615,158,1856.1235063172433,49448,80,0,17,33862,69,460.9372696855068,55,20,1003,550,1712.0704588641356,115.07522251539633,979,300.95472125104413
1045,173,217.42252290806533,50632,443,3,22,56515,69,462.32252080462615,84,79,1161,535,1437.4897899334355,24.385232448621544,908,274.1033926195139
187,5213,5.708842307539207,23326,80,0,2,667,57,7.662965473651809,4691,0,142,0,91314.48583043907,913.1448583043907,162,9.924287378603827
178,2513,1005.9481012720544,51803,23,0,24,11016,39,1099.814028653194,2169,266,137,194,6981.191010894237,164.04133132016403,170,2.004088986066212
1405,690,503.27233577042165,34908,6666,0,24,13703,36,3218.963279341267,223,38,1492,1368,17663.29400116519,68.70004040154765,1392,19.666086497318307
1008,131,229.53160938567302,61762,53,3,22,62766,118,1040.0703280942992,23,23,624,869,574.8876222715958,8.967577251591926,841,102.44037984280077
643,165,919.5032468865127,63883,22,3,16,39697,107,1040.9593446929725,91,19,937,626,2638.6203063949174,10.573003194154325,710,113.41421169327785
64,8,51.842160209332874,11016,443,0,2,3435,53,315.42702381569046,10,1,64,39,46.648303760497,0.34318691424259473,64,2.2359706049453973
148,1309,656.3707802420796,58793,23,0,24,12426,122,6003.517634935162,1760,251,121,126,3765.2478569994573,55.09002857191178,191,11.45533973070201
159,578,685.466876657704,62179,3306,0,24,9742,107,2512.0923150812937,449,578,126,102,2564.9247086990827,243.74939742290846,123,7.668969516387722
64,37,98.28234395090831,56405,23,0,2,1875,45,100.80187890052271,11,1,64,4,16.546085581276216,0.3756489173322095,64,2.8361856981016187
176,1763,1403.2291575421623,57376,3306,0,24,9558,124,703.3287112250543,2163,567,80,95,2959.6422067466424,710.4284826961185,168,22.3906078444167
191,2820,660.080488294502,62844,22,0,24,10620,91,1225.0233177256991,1275,134,121,118,3551.0997338217294,210.9610511315705,168,77.38351871301623
154,1731,861.9197990701971,57878,22,0,24,4200,110,910.6123453703278,464,158,154,91,1611.7018387782991,247.19075356705855,130,24.25341785446768
116,730,852.8466433417952,52798,22,0,24,13581,110,1014.0144988940037,800,320,92,155,4186.460747560766,544.9549581545097,160,28.131235446429713
936,40,142.27691934559235,49672,80,3,25,31316,95,1249.4465757268954,36,84,800,760,3421.953646685485,37.961089964920866,656,25.064741608017002
64,25,230.180281990158,55682,993,0,2,3460,51,159.76001304169057,4,0,64,4,10.648927479349828,0.7384045092903075,64,3.7115647783210557
97,14953,2.5062984911343062,9875,80,0,2,1235,34,3.975424792865631,13457,1,106,1,596616.8855343538,5966.168855343538,67,17.08768606122983
718,129,310.22067615184096,54007,443,0,24,11845,117,1167.1703155718683,157,42,976,781,2250.8959341993395,40.24571397200276,796,5.063444706076694
875,343,1007.7668070486662,2501,8080,0,24,28600,53,739.8291689856796,152,69,807,730,7348.966375850923,206.40309168049293,797,5.355445446131332
64,44,437.2032776514243,3991,25,0,2,2404,111,494.67241888930295,20,0,64,26,61.711318533223896,0.2568580860909626,64,0.34865498458474875
990,102,386.19399513914146,30086,443,0,24,13720,59,432.18984112961255,227,24,936,871,6469.341165856252,156.40381980919375,838,31.97781368760348
145,5633,1.2933599169235235,19864,80,0,2,539,43,6.018848775986508,5069,4,103,15,435532.285042438,4355.322850424381,123,3.4898404330766053
1029,24,349.65738874123997,50191,53,0,16,26513,77,237.66501775226666,22,68,994,525,1119.3403649729194,33.59657879223616,476,369.23652074933085
702,51,699.5794177707774,19085,443,0,24,32445,95,329.77557763515733,102,19,714,869,7793.654608074425,37.33636588073146,798,31.968357112489088
812,103,1415.9185170067458,14066,80,0,24,19603,80,654.5705697041539,263,24,950,834,8118.791230057231,90.87150622485241,933,35.83071193874189
1377,749,384.0684266883685,46075,4444,0,24,37126,88,2142.421012849758,125,57,1317,1466,18696.405123602748,40.97963661427153,1430,107.52000406348542
64,29,108.81616528140657,6204,995,0,2,2430,118,207.97493851755002,23,1,64,28,14.16593801171651,0.33776074256749267,64,0.5971783649294137
70,7721,5.586718086205831,40907,80,0,2,1994,36,3.7666451140850445,6948,1,88,14,138202.7852642847,1382.027852642847,185,3.9499311587863155
945,290,462.1157967081526,11213,8080,0,24,17703,106,1435.4671533115704,248,62,955,865,1502.3831225979025,37.5985878040904,672,20.78481375216901
136,10439,55.906997649149446,21471,80,0,2,804,53,1.8941637227045027,9395,0,144,4,18672.08120441577,186.7208120441577,192,9.181473029504176
1373,407,1303.1790628071396,55120,8888,1,25,45577,80,766.8578181484631,186,127,1338,1363,3413.551214225472,136.32500868590952,1415,14.800160645294193
94,7736,2.3369757897657903,42353,80,0,2,1730,44,5.131284990367638,6962,4,116,0,331026.10792451963,3310.2610792451965,57,3.403216984599604
